Rooms,Area,Price,City
2.5,67.0,1655.0,Weiach
1.0,24.0,1690.0,Zürich
3.5,97.0,2640.0,Dielsdorf
4.5,130.0,5650.0,Zürich
4.5,98.0,2723.0,Schlieren
4.0,80.0,1654.0,Volketswil
2.0,69.0,2957.0,Zürich
3.5,75.0,1983.0,Regensdorf
4.0,85.0,2681.0,Zürich
2.5,63.0,1920.0,Zürich
3.0,79.0,3126.0,Zürich
4.5,124.0,4910.0,Zürich
3.0,59.0,1653.0,Horgen
1.0,34.0,1595.0,Zürich
3.5,81.0,1966.0,Dietikon
2.5,60.0,1950.0,Hedingen
2.5,58.0,2090.0,Zürich
1.5,31.0,915.0,Dielsdorf
3.5,85.0,3576.0,Zürich
3.5,90.0,1964.0,Greifensee
2.5,58.0,1450.0,Urdorf
3.5,87.0,3590.0,Zürich
4.5,110.0,4270.0,Zürich
3.5,97.0,2230.0,Bülach
5.5,127.0,4950.0,Zürich
2.5,64.0,3490.0,Zürich
2.5,53.0,3390.0,Zürich
2.5,72.0,3250.0,Dübendorf
4.5,93.0,3275.0,Kloten
3.5,69.0,2440.0,Kloten
1.5,41.0,1760.0,Kloten
2.0,25.0,2500.0,Zürich
2.0,25.0,2500.0,Zürich
2.5,57.0,2020.0,Kloten
2.5,69.0,2820.0,Zürich
3.5,180.0,4835.0,Zürich
5.5,203.0,3300.0,Weiach
1.5,43.0,2970.0,Horgen
1.5,43.0,2970.0,Horgen
2.5,58.0,3470.0,Horgen
2.5,49.0,2050.0,Männedorf
4.5,102.0,4300.0,Dübendorf
3.5,92.0,4240.0,Zürich
2.5,90.0,2120.0,Rorbas
